price,numBedrooms,numBathrooms,propertySize,total_images,longitude,latitude,ber_rating,featuredLevel,propertyType,sellerType
170000,4,2,100.0,23.0,-8.383496,51.932728,C1,standard,Terrace,BRANDED_AGENT
125000,2,1,97.0,19.0,-6.093683,53.532117,A3,standard,Apartment,UNBRANDED_AGENT
235000,4,3,120.0,21.0,-8.775885,52.169367,C1,standard,Semi-D,BRANDED_AGENT
275950,3,1,105.0,22.0,-7.379129,53.989274,B3,standard,Terrace,UNBRANDED_AGENT
250000,4,3,130.0,12.0,-9.447548,51.681918,B3,standard,Detached,UNBRANDED_AGENT
275000,2,1,70.0,9.0,-7.16329,53.635335,E2,standard,Apartment,BRANDED_AGENT
298000,3,3,95.0,30.0,-7.348765,53.531322,SI_666,standard,Semi-D,BRANDED_AGENT
280000,3,3,118.0,34.0,-8.491953,53.944166,C1,standard,Semi-D,UNBRANDED_AGENT
170000,2,1,72.0,11.0,-7.107007,53.522116,D2,standard,End of Terrace,BRANDED_AGENT
250000,2,2,97.0,12.0,-6.249337,53.31151,B2,standard,Apartment,BRANDED_AGENT
130000,2,3,73.0,16.0,-8.869407017227445,53.87009729619254,SI_666,standard,Duplex,UNBRANDED_AGENT
385000,3,3,95.0,31.0,-6.481226,52.335863,D1,standard,Semi-D,BRANDED_AGENT
375000,3,1,102.0,32.0,-6.239042,52.641368,C3,standard,Semi-D,BRANDED_AGENT
294950,3,1,74.0,24.0,-9.050938,53.27752,C3,standard,End of Terrace,BRANDED_AGENT
425000,2,1,65.0,27.0,-6.241044,53.309688,E1,standard,End of Terrace,BRANDED_AGENT
450000,3,2,86.0,13.0,-6.164701,53.293041,C2,standard,Apartment,BRANDED_AGENT
375000,3,1,75.0,18.0,-6.260328,53.353914,D2,standard,Terrace,BRANDED_AGENT
235000,3,2,111.0,12.0,-6.192834,53.361893,G,standard,Semi-D,BRANDED_AGENT
30000,2,1,56.0,19.0,-6.110232,53.19934,C2,standard,Apartment,UNBRANDED_AGENT
125000,2,1,88.0,7.0,-9.21184318566361,53.80393656892994,A2,standard,Detached,UNBRANDED_AGENT
450000,3,2,190.0,8.0,-9.212296693136295,53.80387019658485,A2,standard,Detached,UNBRANDED_AGENT
158000,3,1,87.0,11.0,-8.272755,53.950035,G,standard,Terrace,UNBRANDED_AGENT
295000,3,2,90.0,9.0,-7.938717,53.425105,D2,standard,Terrace,BRANDED_AGENT
125000,2,1,74.0,12.0,-7.322763,53.050075,B3,standard,Terrace,BRANDED_AGENT
150000,1,1,49.0,15.0,-6.224853,53.329137,E1,standard,Apartment,BRANDED_AGENT
235000,3,2,115.0,24.0,-6.239319,53.382308,D2,standard,Semi-D,BRANDED_AGENT
495000,3,1,48.0,18.0,-6.279069,53.316703,F,standard,End of Terrace,BRANDED_AGENT
180000,5,3,140.0,17.0,-6.830825,53.351299,F,standard,Detached,BRANDED_AGENT
139000,3,2,93.0,16.0,-8.676184,52.235575,D2,standard,Semi-D,BRANDED_AGENT
485000,2,1,77.0,21.0,-6.6968071,52.9378063,C1,standard,Terrace,BRANDED_AGENT
700000,4,2,144.0,19.0,-7.038624,53.595958,SI_666,standard,Bungalow,BRANDED_AGENT
250000,1,1,48.0,17.0,-6.735616,53.135803,C3,standard,Apartment,BRANDED_AGENT
99000,2,1,67.0,24.0,-6.491458,52.58464,C1,standard,Detached,BRANDED_AGENT
229500,2,3,82.0,4.0,-8.467495,54.261408,F,standard,End of Terrace,BRANDED_AGENT
850000,7,3,108.0,24.0,-8.542766,52.666488,A2,standard,Semi-D,UNBRANDED_AGENT
335000,4,4,175.0,19.0,-6.263465,53.344588,SI_666,standard,Detached,BRANDED_AGENT
265000,3,2,88.0,20.0,-8.682272,53.211232,C2,standard,Terrace,BRANDED_AGENT
270000,3,3,100.0,18.0,-6.193356,53.271782,C3,standard,Terrace,BRANDED_AGENT
895000,3,3,104.0,12.0,-8.48053,51.896074,E2,standard,Semi-D,BRANDED_AGENT
450000,4,2,160.0,7.0,-9.146989,52.326305,D1,standard,End of Terrace,UNBRANDED_AGENT
750000,2,2,165.0,16.0,-8.627903,52.66008,C1,standard,Apartment,BRANDED_AGENT
285000,3,3,135.0,22.0,-6.457747,52.794378,G,standard,Semi-D,UNBRANDED_AGENT
220000,4,3,130.0,14.0,-6.216779,53.333644,E1,standard,Semi-D,BRANDED_AGENT
345000,2,2,73.0,24.0,-6.793387,53.176502,B3,standard,Apartment,BRANDED_AGENT
285000,3,3,135.0,27.0,-8.164029,51.901921,C1,standard,Semi-D,BRANDED_AGENT
235000,3,3,160.0,45.0,-8.70291,52.756321,C2,standard,Detached,BRANDED_AGENT
285000,4,1,108.0,16.0,-8.166469,52.467434,C1,standard,Bungalow,UNBRANDED_AGENT
149000,4,3,111.0,26.0,-6.301876,53.705869,C1,standard,Semi-D,BRANDED_AGENT
195000,3,2,90.0,28.0,-6.431881,53.283729,C1,standard,Semi-D,BRANDED_AGENT
750000,3,1,130.0,16.0,-6.311037,53.296807,D2,standard,Detached,BRANDED_AGENT
355000,1,1,55.0,11.0,-7.300351,52.865973,E1,standard,Apartment,BRANDED_AGENT
325000,3,3,158.0,22.0,-6.397853,53.992562,C2,standard,Detached,BRANDED_AGENT
295000,2,1,69.0,16.0,-8.635185,52.638335,C1,standard,Apartment,BRANDED_AGENT
235000,2,2,66.0,12.0,-6.23132,53.298354,C2,standard,Apartment,BRANDED_AGENT
375000,2,1,66.0,20.0,-9.287955,53.859128,C3,standard,Apartment,UNBRANDED_AGENT
280000,3,2,95.0,6.0,-7.608388,54.050641,SI_666,standard,Semi-D,BRANDED_AGENT
320000,2,1,62.0,19.0,-6.327551,53.329564,D1,standard,Apartment,BRANDED_AGENT
445000,2,1,59.0,10.0,-6.2575639,53.3539497,D1,standard,Apartment,BRANDED_AGENT
215000,3,2,160.0,4.0,-7.5754492,53.4392662,XXX,standard,Detached,UNBRANDED_AGENT
425000,3,2,106.0,15.0,-6.340436,53.308957,D1,standard,Semi-D,BRANDED_AGENT
675000,4,1,115.0,6.0,-6.280072,53.324906,G,standard,Terrace,BRANDED_AGENT
369000,4,2,116.0,21.0,-6.259785,53.293551,G,standard,Detached,BRANDED_AGENT
495000,3,3,116.0,2.0,-9.441683,52.773346,A3,standard,Semi-D,BRANDED_AGENT
199000,2,2,62.0,11.0,-6.281225,53.29833,F,standard,Apartment,BRANDED_AGENT
320000,2,1,56.0,15.0,-6.221285,53.375933,C3,standard,Apartment,BRANDED_AGENT
210000,1,1,52.0,24.0,-6.340281,53.271284,C1,standard,Apartment,BRANDED_AGENT
380000,4,4,112.0,20.0,-6.4121251,53.3239461,XXX,standard,Terrace,BRANDED_AGENT
450000,3,3,125.0,16.0,-6.2434903,53.3953131,XXX,standard,Semi-D,BRANDED_AGENT
375000,3,2,230.0,17.0,-6.212377,53.4419631,C2,standard,Detached,BRANDED_AGENT
369000,3,2,103.0,21.0,-8.630994,52.669017,E2,standard,End of Terrace,BRANDED_AGENT
950000,5,4,208.0,22.0,-8.619542,52.68304,C3,standard,Detached,BRANDED_AGENT
265000,4,2,125.0,41.0,-8.701565,53.891719,C1,standard,Detached,UNBRANDED_AGENT
269000,3,3,118.0,40.0,-7.570101,52.046789,C1,standard,Semi-D,BRANDED_AGENT
40000,2,1,200.0,38.0,-9.87415,52.097305,C1,standard,Detached,UNBRANDED_AGENT
110000,2,1,97.0,17.0,-7.61755,53.701484,C3,standard,Detached,BRANDED_AGENT
180000,3,1,130.0,14.0,-7.46806,53.264177,C3,standard,Terrace,BRANDED_AGENT
1050000,3,4,161.0,12.0,-8.1916454,52.8543261,D2,standard,Semi-D,UNBRANDED_AGENT
220000,3,1,91.0,9.0,-9.0080165,53.2796569,C3,standard,Detached,BRANDED_AGENT
145000,3,1,80.0,16.0,-6.222178,53.338777,C3,standard,End of Terrace,BRANDED_AGENT
245000,4,2,138.0,13.0,-6.338179,53.269157,B3,standard,Detached,BRANDED_AGENT
485000,5,3,146.0,29.0,-8.282814,52.133044,C1,standard,End of Terrace,BRANDED_AGENT
239950,3,3,88.0,10.0,-8.32973,52.363766,G,standard,Detached,BRANDED_AGENT
185000,1,1,52.0,8.0,-6.315406,53.376483,C3,standard,Apartment,BRANDED_AGENT
260000,2,2,73.0,2.0,-6.326321,53.339365,F,standard,Apartment,BRANDED_AGENT
365000,4,3,138.0,2.0,-6.197319,53.394365,D1,standard,Detached,BRANDED_AGENT
295000,3,1,72.0,26.0,-8.223417,51.826296,C1,standard,Townhouse,BRANDED_AGENT
775000,4,3,155.0,10.0,-8.216521,52.865047,D1,standard,Terrace,BRANDED_AGENT
595000,2,1,66.0,20.0,-8.515082,51.897097,C3,standard,Townhouse,BRANDED_AGENT
185000,2,1,80.0,19.0,-7.490929,53.273098,C3,standard,Terrace,BRANDED_AGENT
149950,2,2,98.0,13.0,-7.884146,52.508034,SI_666,standard,Terrace,BRANDED_AGENT
120000,1,1,57.0,14.0,-6.260247,53.400903,C3,standard,Apartment,BRANDED_AGENT
195000,2,1,65.0,32.0,-8.274893578463775,52.13916394091288,C1,standard,Apartment,BRANDED_AGENT
135000,3,1,86.0,11.0,-6.500569,52.587594,D2,standard,Bungalow,UNBRANDED_AGENT
100000,4,3,173.0,10.0,-9.450508,52.469597,E1,standard,Detached,UNBRANDED_AGENT
200000,3,2,114.0,22.0,-6.16574,53.406743,A3,standard,Detached,BRANDED_AGENT
249000,2,1,202.0,14.0,-8.275843,54.027867,C2,standard,Detached,UNBRANDED_AGENT
275000,3,2,97.0,8.0,-6.231925,53.327599,C1,standard,Terrace,BRANDED_AGENT
225000,3,1,82.0,7.0,-8.216146,52.859837,C1,standard,Terrace,BRANDED_AGENT
330000,4,3,137.0,17.0,-6.667418,53.244264,C2,standard,Semi-D,UNBRANDED_AGENT
450000,3,2,135.0,19.0,-8.997919,53.728202,B3,standard,Detached,BRANDED_AGENT
285000,4,1,131.0,17.0,-8.998009,53.728193,C1,standard,Townhouse,BRANDED_AGENT
255000,3,2,108.0,19.0,-9.334234,51.690187,B2,standard,Terrace,BRANDED_AGENT
285000,5,3,189.0,8.0,-6.255417,53.36245,G,standard,Detached,BRANDED_AGENT
155000,2,1,65.0,17.0,-7.360904,54.016891,C1,standard,Terrace,UNBRANDED_AGENT
285000,3,3,168.0,10.0,-8.331357,53.952805,C2,standard,Detached,UNBRANDED_AGENT
120000,2,1,49.0,17.0,-6.133924,53.420479,B3,standard,Terrace,BRANDED_AGENT
279000,4,3,176.0,16.0,-7.967817,53.424235,G,standard,Terrace,BRANDED_AGENT
230000,3,3,105.0,38.0,-6.331759,53.70868,B2,standard,Semi-D,BRANDED_AGENT
349950,2,2,139.0,28.0,-6.998737,52.41121,D1,standard,Terrace,BRANDED_AGENT
1450000,4,3,217.0,15.0,-7.725389,54.971774,SI_666,standard,Detached,UNBRANDED_AGENT
350000,2,2,74.0,15.0,-8.106717,54.074124,G,standard,Apartment,UNBRANDED_AGENT
225000,1,1,85.0,27.0,-6.574137,52.511575,SI_666,standard,Apartment,BRANDED_AGENT
260000,2,2,68.0,37.0,-6.241421,54.019664,B3,standard,Apartment,BRANDED_AGENT
285000,3,3,85.0,6.0,-7.195515,53.350852,G,standard,End of Terrace,BRANDED_AGENT
249000,3,2,172.0,23.0,-6.243084,53.44613,C3,standard,Detached,BRANDED_AGENT
275000,3,1,71.0,9.0,-7.874574,54.956327,SI_666,standard,Semi-D,BRANDED_AGENT
145000,3,3,98.0,26.0,-8.212721,52.866003,C3,standard,Semi-D,UNBRANDED_AGENT
275000,2,2,80.0,15.0,-9.466464,52.25545,SI_666,standard,Apartment,UNBRANDED_AGENT
280000,4,2,187.0,10.0,-7.046398,53.345953,D1,standard,Bungalow,BRANDED_AGENT
320000,4,3,143.0,10.0,-6.242646,53.281134,C2,standard,Semi-D,BRANDED_AGENT
320000,3,1,90.0,7.0,-8.515082,51.897097,E1,standard,Semi-D,BRANDED_AGENT
250000,4,2,133.0,14.0,-7.783729,53.727714,D2,standard,Detached,UNBRANDED_AGENT
340000,4,2,90.0,14.0,-6.213237,53.443073,C1,standard,Detached,BRANDED_AGENT
220000,3,3,104.0,11.0,-6.391775,53.369163,C3,standard,Semi-D,BRANDED_AGENT
490000,3,1,101.0,20.0,-8.404498,51.801941,C1,standard,Semi-D,BRANDED_AGENT
220000,2,2,78.0,8.0,-6.231406,53.387492,D2,standard,Apartment,BRANDED_AGENT
235000,4,3,88.0,41.0,-6.237958,53.449959,D2,standard,Detached,UNBRANDED_AGENT
179000,3,1,95.0,13.0,-6.142842,53.39024,D1,standard,End of Terrace,UNBRANDED_AGENT
250000,2,1,95.0,27.0,-7.05979,53.140226,B3,standard,Apartment,BRANDED_AGENT
485000,3,1,76.0,15.0,-7.327075,53.031138,B3,standard,Semi-D,BRANDED_AGENT
190000,3,1,94.0,13.0,-7.847683,51.948424,D1,standard,Detached,UNBRANDED_AGENT
195000,3,2,111.0,19.0,-9.432737,52.848397,E1,standard,Semi-D,BRANDED_AGENT
180000,2,1,88.0,26.0,-6.223138,53.275853,D2,standard,Apartment,UNBRANDED_AGENT
245000,3,1,51.0,8.0,-6.137898,53.279254,D2,standard,Terrace,BRANDED_AGENT
369000,3,2,125.0,19.0,-6.242057,53.324932,SI_666,standard,Detached,BRANDED_AGENT
290000,3,3,98.0,10.0,-6.836779,53.138258,C2,standard,Semi-D,BRANDED_AGENT
625000,2,2,74.0,20.0,-6.431092,53.283034,B3,standard,Detached,BRANDED_AGENT
365000,3,2,81.0,20.0,-6.547281,53.854876,C2,standard,Detached,UNBRANDED_AGENT
195000,3,2,88.0,25.0,-6.26687,53.630524,C1,standard,Duplex,BRANDED_AGENT
185000,2,1,73.0,11.0,-6.282834,53.361952,C2,standard,Apartment,BRANDED_AGENT
160000,2,1,56.0,12.0,-6.284578,53.366308,B3,standard,Apartment,BRANDED_AGENT
180000,3,1,106.0,12.0,-6.419017,53.398619,D1,standard,Semi-D,BRANDED_AGENT
130000,4,1,149.0,19.0,-6.805932,53.451885,G,standard,Semi-D,BRANDED_AGENT
285000,3,1,108.0,14.0,-8.485147,51.868995,B3,standard,Detached,BRANDED_AGENT
695000,4,2,140.0,26.0,-6.075675,53.130616,B3,standard,Semi-D,BRANDED_AGENT
315000,2,2,72.0,14.0,-9.644139,52.68381,C3,standard,Apartment,BRANDED_AGENT
380000,5,5,296.0,23.0,-7.934234,52.136071,E1,standard,Detached,BRANDED_AGENT
152500,2,1,63.0,12.0,-6.415996,53.386542,C3,standard,Apartment,BRANDED_AGENT
235000,4,3,102.0,17.0,-7.686057,53.718366,D2,standard,Semi-D,UNBRANDED_AGENT
175000,4,3,170.0,48.0,-7.144028,53.031195,A3,standard,Semi-D,BRANDED_AGENT
220000,3,3,110.0,22.0,-7.74846,52.543589,B3,standard,Semi-D,UNBRANDED_AGENT
369950,3,1,60.0,19.0,-6.289352,53.379989,C2,standard,Semi-D,BRANDED_AGENT
385000,4,5,171.0,11.0,-7.102507,52.257655,C3,standard,Detached,BRANDED_AGENT
350000,4,2,130.0,2.0,-7.117607,52.262307,E1,standard,Detached,BRANDED_AGENT
715000,7,3,110.0,15.0,-8.811888,53.012782,D2,standard,Terrace,UNBRANDED_AGENT
180000,4,2,137.0,11.0,-7.503407,53.29294,C1,standard,Townhouse,BRANDED_AGENT
98000,2,1,60.0,13.0,-6.274923,53.343119,C2,standard,Detached,BRANDED_AGENT
165000,3,2,90.0,28.0,-7.253754,52.64091,D2,standard,Terrace,UNBRANDED_AGENT
725000,3,2,86.0,23.0,-6.225195,53.069818,B3,standard,Semi-D,BRANDED_AGENT
260000,3,2,76.0,21.0,-9.390192,52.414789,B3,standard,Terrace,BRANDED_AGENT
250000,2,1,92.0,7.0,-6.278813,53.297593,E1,standard,Detached,BRANDED_AGENT
276500,4,3,11.0,22.0,-6.16213,53.379039,D2,standard,Terrace,BRANDED_AGENT
195000,4,2,104.0,17.0,-7.7740768,53.5577854,XXX,standard,Terrace,UNBRANDED_AGENT
285000,2,2,97.0,13.0,-9.047488,53.28435,D1,standard,End of Terrace,BRANDED_AGENT
180000,3,2,131.0,11.0,-6.113339,53.285055,G,standard,End of Terrace,BRANDED_AGENT
185000,3,3,105.0,26.0,-7.087721,52.239888,C1,standard,Semi-D,BRANDED_AGENT
260000,3,3,86.0,6.0,-8.473743,54.268725,C3,standard,Semi-D,BRANDED_AGENT
100000,3,2,111.0,17.0,-7.066097,52.239027,B3,standard,Bungalow,BRANDED_AGENT
125000,2,1,70.0,14.0,-6.263503,53.325137,C3,standard,Terrace,BRANDED_AGENT
270000,4,1,92.0,16.0,-8.439675,52.806915,E2,standard,Detached,UNBRANDED_AGENT
695000,2,2,97.0,14.0,-9.301942,52.387851,E2,standard,Apartment,BRANDED_AGENT
350000,5,1,213.0,9.0,-9.188398,52.59697,G,standard,Detached,UNBRANDED_AGENT
189500,4,2,104.0,25.0,-6.344098,53.71136,D2,standard,Terrace,BRANDED_AGENT
265000,3,2,103.0,39.0,-7.259792,52.666238,E2,standard,Bungalow,BRANDED_AGENT
395000,2,1,74.0,13.0,-8.771861,53.384221,C2,standard,Terrace,BRANDED_AGENT
1850000,4,4,290.0,19.0,-6.308583,53.397954,C1,standard,Detached,BRANDED_AGENT
695000,3,1,86.0,14.0,-6.481931,53.413045,B3,standard,Bungalow,BRANDED_AGENT
210000,1,1,43.0,13.0,-9.302428,52.38499,E1,standard,Apartment,UNBRANDED_AGENT
750000,3,1,106.0,11.0,-7.27124,53.049218,C2,standard,Semi-D,BRANDED_AGENT
279000,1,1,56.0,10.0,-6.280134,53.341144,E1,standard,Apartment,UNBRANDED_AGENT
269000,2,2,88.0,32.0,-8.343585,52.614518,C3,standard,Detached,BRANDED_AGENT
65000,2,1,74.0,24.0,-7.434282,53.953083,XXX,standard,Detached,BRANDED_AGENT
250000,5,4,90.0,21.0,-6.196774,53.615874,D2,standard,Semi-D,BRANDED_AGENT
168500,2,2,74.0,14.0,-6.308225,53.391506,D2,standard,Apartment,BRANDED_AGENT
325000,1,1,43.0,15.0,-9.415603,51.5168449,F,standard,Apartment,BRANDED_AGENT
100000,4,1,140.0,22.0,-6.19808,53.383082,C3,standard,Detached,BRANDED_AGENT
125000,2,1,80.0,38.0,-7.701453,53.324561,C3,standard,Terrace,UNBRANDED_AGENT
289000,4,3,156.0,19.0,-6.675544,53.646534,C2,standard,Detached,BRANDED_AGENT
229950,3,1,53.0,11.0,-8.640694,52.138285,C2,standard,Detached,UNBRANDED_AGENT
225000,3,1,91.0,20.0,-9.72239,52.278668,D2,standard,End of Terrace,BRANDED_AGENT
675000,2,1,79.0,20.0,-6.2307149,53.4695055,XXX,standard,Terrace,BRANDED_AGENT
275000,2,1,112.0,19.0,-6.175012,53.3951406,D2,standard,Terrace,BRANDED_AGENT
248000,3,2,105.0,20.0,-6.4033403,53.3736752,D2,standard,Semi-D,BRANDED_AGENT
275000,4,1,82.0,10.0,-6.152881,53.490405,B3,standard,Detached,UNBRANDED_AGENT
365000,3,3,108.0,12.0,-6.448592890053448,52.39053082620782,E1,standard,Semi-D,PRIVATE_USER
900000,1,1,112.0,18.0,-6.126585,53.394192,D1,standard,Terrace,BRANDED_AGENT
295000,4,1,98.0,28.0,-6.465008,53.351366,E2,standard,Detached,BRANDED_AGENT
650000,3,3,100.0,26.0,-7.645578,52.085173,B3,standard,Semi-D,BRANDED_AGENT
225000,4,2,105.0,24.0,-8.56132,51.939465,B2,standard,Detached,UNBRANDED_AGENT
1100000,3,1,131.0,30.0,-6.495989,52.326477,B3,standard,Semi-D,BRANDED_AGENT
435000,3,3,122.0,8.0,-8.460196,54.258716,C1,standard,Terrace,BRANDED_AGENT
225000,2,2,66.0,14.0,-7.942179,53.4251,E1,standard,Apartment,BRANDED_AGENT
290000,3,3,116.0,23.0,-6.251151,53.3281,SI_666,standard,Semi-D,BRANDED_AGENT
425000,5,3,201.0,14.0,-9.058166,52.444383,D1,standard,Detached,BRANDED_AGENT
155000,3,1,90.0,18.0,-8.645588,52.123069,E1,standard,Semi-D,BRANDED_AGENT
295000,4,3,139.0,13.0,-8.45405,51.870658,C2,standard,Semi-D,BRANDED_AGENT
750000,4,2,130.0,14.0,-9.025779,53.275435,G,standard,Semi-D,UNBRANDED_AGENT
150000,2,1,62.0,3.0,-8.39384,55.02668,XXX,standard,Bungalow,UNBRANDED_AGENT
195000,3,2,85.0,3.0,-8.3505214,54.9485578,XXX,standard,Semi-D,UNBRANDED_AGENT
265000,3,3,135.0,3.0,-8.3573628,54.9502887,XXX,standard,Semi-D,UNBRANDED_AGENT
495000,2,2,72.0,12.0,-6.31506,53.312315,E2,standard,Apartment,BRANDED_AGENT
189500,4,3,134.0,14.0,-6.329462,53.273509,C2,standard,Semi-D,BRANDED_AGENT
20000,1,1,169.0,14.0,-8.971497,52.811777,C3,standard,Detached,BRANDED_AGENT
335000,4,4,186.0,24.0,-7.146342,53.849014,XXX,standard,Detached,BRANDED_AGENT
319950,2,1,210.0,20.0,-6.676491,53.898437,B3,standard,Semi-D,BRANDED_AGENT
210000,1,1,88.0,14.0,-8.928016,53.263119,C1,standard,Apartment,BRANDED_AGENT
70000,1,1,134.0,17.0,-6.137401,53.291211,SI_666,standard,Site,BRANDED_AGENT
395000,3,1,94.0,12.0,-6.3925159,53.3885189,D1,standard,Terrace,BRANDED_AGENT
150000,4,3,167.0,31.0,-7.121989,52.408361,C1,standard,Detached,UNBRANDED_AGENT
275000,1,1,41.0,21.0,-8.899464,53.615921,C2,standard,Apartment,BRANDED_AGENT
400000,3,2,77.0,18.0,-6.152224,53.419495,C1,standard,Terrace,BRANDED_AGENT
549000,4,3,128.0,13.0,-9.120481,53.273931,B3,standard,Semi-D,UNBRANDED_AGENT
249000,3,2,79.0,13.0,-7.908002,53.423594,C3,standard,Terrace,UNBRANDED_AGENT
369000,3,1,90.0,20.0,-6.320545,53.395846,B3,standard,Terrace,BRANDED_AGENT
485000,3,1,89.0,14.0,-8.293661,51.856499,C2,standard,Detached,UNBRANDED_AGENT
290000,4,3,114.0,14.0,-6.077212,52.98702,B3,standard,Semi-D,BRANDED_AGENT
330000,4,3,227.0,10.0,-6.949291,52.396677,B3,standard,Detached,BRANDED_AGENT
360000,5,2,200.0,18.0,-8.559945,53.206268,B2,standard,Detached,UNBRANDED_AGENT
140000,3,2,97.0,20.0,-6.061177,53.129219,B2,standard,Semi-D,BRANDED_AGENT
235000,4,3,130.0,34.0,-6.091248,53.390597,B1,standard,Semi-D,BRANDED_AGENT
249500,4,2,159.0,11.0,-7.90979,52.381739,C3,standard,Bungalow,BRANDED_AGENT
165000,3,2,91.0,23.0,-6.677358,53.639667,B3,standard,Townhouse,BRANDED_AGENT
750000,3,2,117.0,22.0,-9.070527,53.447332,E2,standard,Terrace,BRANDED_AGENT
295000,2,2,76.0,23.0,-8.629216,52.137211,B3,standard,Apartment,BRANDED_AGENT
275000,4,2,136.0,38.0,-9.532264,51.89118,C2,standard,Detached,UNBRANDED_AGENT
55000,2,1,309.0,66.0,-6.651779,52.650354,C1,standard,Detached,BRANDED_AGENT
295000,2,1,64.0,19.0,-6.216357,53.26945,C2,standard,Apartment,BRANDED_AGENT
400000,3,1,61.0,8.0,-6.207516,53.259316,C3,standard,Terrace,BRANDED_AGENT
175000,1,1,190.0,19.0,-6.239868,53.321162,D2,standard,Apartment,BRANDED_AGENT
175000,3,3,190.0,40.0,-6.37457,53.982576,B3,standard,Semi-D,BRANDED_AGENT
100000,2,1,177.0,32.0,-8.597697,51.807923,C2,standard,Apartment,BRANDED_AGENT
90000,2,1,91.0,13.0,-7.719879,52.790583,F,standard,Detached,UNBRANDED_AGENT
160000,2,2,92.0,12.0,-8.644286,52.630001,C1,standard,Apartment,BRANDED_AGENT
20000,1,1,50.0,5.0,-7.280916,54.085887,SI_666,standard,Site,BRANDED_AGENT
199000,2,2,78.0,14.0,-6.171983,53.40821,C3,standard,Terrace,BRANDED_AGENT
190000,4,3,117.0,25.0,-9.059685,52.911643,C2,standard,Semi-D,BRANDED_AGENT
210000,5,1,120.0,26.0,-6.673827,53.663573,E1,standard,Semi-D,BRANDED_AGENT
210000,2,2,61.0,32.0,-6.28087,53.340745,E2,standard,Apartment,BRANDED_AGENT
148000,2,1,70.0,21.0,-6.488407,53.96964,B2,standard,Detached,BRANDED_AGENT
405000,3,3,114.0,14.0,-6.204089,53.366307,C2,standard,Terrace,BRANDED_AGENT
260000,6,3,202.0,37.0,-6.241421,54.019664,B3,standard,Detached,BRANDED_AGENT
410000,1,1,50.0,10.0,-6.594339,52.511061,C2,standard,Apartment,BRANDED_AGENT
199500,3,3,94.0,5.0,-6.393861,53.987822,C1,standard,Terrace,BRANDED_AGENT
335000,3,3,94.0,20.0,-8.638397,52.150714,C1,standard,End of Terrace,UNBRANDED_AGENT
195000,4,4,135.0,19.0,-7.694016,54.963548,D1,standard,Semi-D,UNBRANDED_AGENT
415000,4,4,225.0,41.0,-8.980909,51.866607,F,standard,Detached,BRANDED_AGENT
185000,3,3,122.0,13.0,-6.152023,53.487376,C1,standard,Semi-D,BRANDED_AGENT
490000,3,2,100.0,13.0,-8.383199,51.821481,C3,standard,Terrace,BRANDED_AGENT
795000,4,3,205.0,21.0,-7.390397,52.841572,C3,standard,Detached,UNBRANDED_AGENT
310000,4,1,139.0,22.0,-6.389124,53.323543,E2,standard,Bungalow,BRANDED_AGENT
120000,2,1,119.0,22.0,-6.209696,53.32765,C1,standard,Apartment,BRANDED_AGENT
85000,3,1,81.0,13.0,-6.262765,53.270816,E2,standard,Detached,BRANDED_AGENT
165000,2,2,85.0,9.0,-6.279608,53.339808,E2,standard,Semi-D,BRANDED_AGENT
185000,3,1,85.0,16.0,-7.131404,52.263113,D1,standard,Detached,BRANDED_AGENT
275000,2,2,72.0,5.0,-9.478517,51.669706,SI_666,standard,Apartment,BRANDED_AGENT
170000,4,4,208.0,13.0,-6.289386,53.352868,F,standard,Detached,BRANDED_AGENT
229500,3,3,64.0,9.0,-6.373489,53.303996,E1,standard,Semi-D,BRANDED_AGENT
220000,2,1,208.0,35.0,-8.999798,52.216966,D2,standard,Detached,BRANDED_AGENT
130000,2,1,69.0,11.0,-8.477998,51.915635,G,standard,Apartment,UNBRANDED_AGENT
170000,4,3,170.0,17.0,-6.301954,53.29942,F,standard,Semi-D,BRANDED_AGENT
330000,1,1,48.0,14.0,-6.151825,53.3830092,E2,standard,Apartment,BRANDED_AGENT
185000,2,2,62.0,31.0,-6.749435,52.709252,C1,standard,Apartment,UNBRANDED_AGENT
135000,4,2,130.0,17.0,-9.41051,51.547588,C2,standard,Semi-D,BRANDED_AGENT
355000,3,2,90.0,4.0,-6.214265,53.443154,C1,standard,End of Terrace,BRANDED_AGENT
345000,3,3,170.0,17.0,-6.05658,53.135424,C2,standard,Terrace,BRANDED_AGENT
350000,3,1,88.0,10.0,-6.302431,53.348007,C3,standard,Semi-D,BRANDED_AGENT
239000,3,2,95.0,26.0,-6.390347,53.723011,B3,standard,Terrace,BRANDED_AGENT
239500,3,3,108.0,19.0,-6.140148,53.401983,A2,standard,Terrace,BRANDED_AGENT
175000,3,3,94.0,32.0,-6.394703,53.400192,C3,standard,Terrace,UNBRANDED_AGENT
190000,2,2,101.0,10.0,-6.659789,53.247732,C1,standard,Apartment,BRANDED_AGENT
295000,4,5,179.0,28.0,-6.221847,53.237761,B3,standard,Terrace,BRANDED_AGENT
249000,3,2,111.0,11.0,-6.204578,53.299148,B2,standard,Detached,BRANDED_AGENT
500000,3,1,88.0,38.0,-9.049449,53.455107,B3,standard,Semi-D,BRANDED_AGENT
295000,2,1,164.0,37.0,-6.680261,53.211633,A3,standard,Apartment,BRANDED_AGENT
395000,2,1,51.0,33.0,-6.661589,53.238745,C1,standard,End of Terrace,BRANDED_AGENT
